NIF	Compra	Loja
589299890	Papel higi?nico: 9, Acetona: 9, Azeite: 3, Pepino: 6	Continente
959008961	Queijo: 6, ?gua de coco: 2, Peito de peru: 10, Berinjela: 4	Continente
922892171	Batata: 3, Toalha de papel: 5, Banana: 1, Br?culos: 8, Lustra-m?veis: 2	Pingo Doce
751805614	Coco ralado: 2, Creme de barbear: 9, Sardinha: 8, Lixa: 2, Abacaxi: 5	Continente
896910069	Doces: 5, Ma??: 4, Leite de coco: 6, Mi?dos: 1, Hidratante: 1, Salsinha: 10, Palito de dente: 1, Gel: 5	Continente
143198429	Hidratante: 8, Bombom: 5	Continente
498769850	Cenoura: 5, Peixe: 2, Len?o de papel: 1	Intermarché
820461105	Leite condensado: 1, Manjeric?o: 2, Ovos: 6, F?sforo: 1, Ch?: 5, Sopa: 8, Farinha de trigo: 7, Peixe: 10, Banana: 5	Pingo Doce
803825688	Queijo: 10, Fraldas: 7, Hidratante: 2, Feij?o: 1, Atum: 1, Molho: 8	Intermarché
151498831	?lcool: 7, Desinfetante: 10, Manteiga: 1, Bovina: 10, Mel?o: 8, Peixe: 10	Continente
986249689	Pepino: 4, ?gua: 7, Bovina: 7	Intermarché
594545726	Acetona: 10	Continente
544382430	Creme de barbear: 9, Saco de lixo: 4, Salsicha: 8, Carv?o: 10	Pingo Doce
896910069	Salsicha: 2, Refrigerante: 3, Polvilho: 10, Arroz: 3, Goiaba: 6	Pingo Doce
307175530	Requeij?o: 9	Continente
729045853	Fermento: 5, Alface: 10, Presunto: 2, Margarina: 1, Acetona: 1, ?gua t?nica: 2, Carv?o: 7, Berinjela: 1, ?gua de coco: 5, Milho: 1	Continente
673723881	Gel: 4, Salsinha: 1, Ricota: 9, ?gua: 8, Biscoitos: 1, Sab?o em p?: 6	Intermarché
614550279	Pat?: 9, Farinha de milho: 10, Cenoura: 1, Rum: 8	Pingo Doce
385021197	Gel: 4, Desodorizante: 1, Condicionador: 2, Lentilha: 10	Pingo Doce
874100634	Bolos: 5, Preservativo: 2, Porco: 3, Leite condensado: 7, Mortadela: 9, Limpa-vidro: 7, Vodca: 6, Rum: 4	Continente
270794304	Amaciador: 8, Farinha de trigo: 4, Goiaba: 7, Piment?o: 7, Sal grosso: 2, Refrigerante: 5	Pingo Doce
661501201	Piment?o: 1	Pingo Doce
434625925	Pilhas: 10, Condicionador: 8, Saco de lixo: 8	Continente
928588934	Arroz: 4, Ricota: 8, Aparelho de barbear: 8, Maionese: 3, Purificador de ambientes: 3, Ch?: 10, Leite de coco: 1, Lingui?a: 8, Vagem: 10, Pin?a: 5	Intermarché
374676101	Baunilha: 2, Velas: 6, Shampoo: 2	Intermarché
569621476	Lixa: 6, Porco: 8, Condicionador: 6, Cortador de unhas: 6, Sabonete: 4, Licor: 3, Mel?ncia: 4	Pingo Doce
828133090	Alho: 7, Requeij?o: 6, Antiss?ptico: 2	Continente
425205506	P?ra: 5, Cogumelos: 1, Lustra-m?veis: 6, Rum: 4, Chocolate granulado: 7, Peito de peru: 4, Mostarda: 4, Ricota: 4	Continente
975502025	Tortas: 9, Algod?o: 8, Abacate: 1, Caf?: 7	Continente
421721405	L?mina de barbear: 4, Pano de limpeza: 9, Shampoo: 5, Sal: 1	Intermarché
709016190	Alface: 6, Detergente: 5, Cerveja: 8, Frango: 5, Iogurte: 7	Intermarché
576203160	Sumo: 5, Temperinho verde: 3, Alho: 1, Amaciador: 5, Bacon: 6, Maionese: 10, Acetona: 1	Continente
164872774	Sal: 4, Cereal: 3, Beterraba: 8, Queijo ralado: 9, Tortas: 7, Manteiga: 2, Laranja: 6, Carv?o: 7	Intermarché
904778483	Polpa de tomate: 5, Lixa: 4, Azeite: 3, Alho: 5, Frango: 10	Pingo Doce
516618457	?gua: 4, ?lcool: 1, Molho: 8, Tempero: 9, Mostarda: 9, Chuchu: 9	Intermarché
525153185	Beterraba: 9, Polvilho: 7, Manjeric?o: 3, Cotonete: 8, Queijo: 8, Guardanapos: 6	Intermarché
326377645	Pano de limpeza: 3, P?ra: 9, Saco de lixo: 10	Continente
421809785	Lustra-m?veis: 9, Frango: 7, Manjeric?o: 4, Saco de lixo: 9	Continente
279082584	Hamb?rguer: 5, Saco de lixo: 1, Absorvente: 1, Tomate: 8, Tempero: 10	Continente
458496249	Cogumelos: 4	Intermarché
904355728	Lingui?a: 3, Shampoo: 7	Intermarché
783410187	Azeitona: 5, Batata: 2, Mortadela: 4, Sal grosso: 6, Bolos: 1, Caldo: 3, Biscoitos: 1, Creme de barbear: 4	Continente
259828722	Detergente: 4, Caf?: 6, Sopa: 8, Presunto: 9, Saco de lixo: 5, Laranja: 8, Sal: 9, Gordura vegetal: 1, Licor: 1	Continente
397830196	Leite: 4, Iogurte: 4, Nata: 3, Biscoitos: 4, Abacate: 4, Cenoura: 9, Mostarda: 4	Continente
896032061	Espinafre: 3, Nata: 1	Pingo Doce
357713622	Ab?bora: 7, Queijo: 4, Geleia: 7	Intermarché
970226322	Ricota: 7, Antiss?ptico: 6, Lava-roupas: 7, Salsinha: 3, Pat?: 4, Bacon: 4, Iogurte: 5, Sal: 10, ?lcool: 8	Continente
729370978	Mortadela: 1, Aparelho de barbear: 3, Caldo: 3	Intermarché
421809785	Chocolate: 1, Lixa: 4, Pano de prato: 8, Doces: 2, Queijo ralado: 6, Salame: 6	Pingo Doce
916557766	Creme de barbear: 10, Porco: 10, Sopa: 4, Iogurte: 5, Presunto: 1, Salgados: 5	Continente
482059496	Requeij?o: 5, Leite: 3, Biscoito: 6, Bacon: 2, Tomate: 4, Ricota: 4, Vinho: 6	Intermarché
362767357	Cortador de unhas: 10, Lustra-m?veis: 4, Talco: 5, Sumo: 8, Peito de peru: 4	Pingo Doce
978152063	Beterraba: 2, Pilhas: 1, Goiaba: 4, Rum: 3, Hidratante: 4, Desinfetante: 7	Intermarché
775539913	Pano de prato: 2, Margarina: 7, Gordura vegetal: 3, Bombom: 1, Cebola: 2, Chuchu: 2, Cortador de unhas: 8	Continente
758800860	Pepino: 2, Batata: 6, ?gua t?nica: 4, Piment?o: 4, Biscoitos: 8, Ab?bora: 10	Pingo Doce
832823033	Pat?: 8, Cerveja: 9	Intermarché
977867865	Licor: 3	Pingo Doce
153864301	Cereal: 8, ?lcool: 4, Lixa: 5, Gordura vegetal: 9, Toalha de papel: 7, Pente: 2, Geleia: 8, Pepino: 8, Palmito: 7	Continente
811504542	Alho: 7, Mel?ncia: 3, Beterraba: 9, Geleia: 7, Margarina: 3, Sumo: 3	Intermarché
756908201	Margarina: 1, Ervilha: 7, Bovina: 3, Creme de leite: 4, Manjeric?o: 1, Ab?bora: 5	Pingo Doce
131361556	Banana: 6, Sumo: 6, Pin?a: 6, Gelatina: 3, Vodca: 6, Iogurte: 4, Sal: 2, Preservativo: 7, A??car: 2	Intermarché
412515303	L?mina de barbear: 10, R?cula: 2, Shampoo: 3, Bombom: 2, Escova de dentes: 4, Acetona: 3, Manteiga: 5, ?gua: 5, Champanhe: 5	Continente
412725755	Peito de peru: 3, Queijo: 2, Leite de coco: 1, Pepino: 8	Intermarché
277525035	Coco ralado: 4, Lustra-m?veis: 1, Piment?o: 4, Carv?o: 10, Ovos: 5, Desinfetante: 4, Leite: 4	Continente
936179059	Tomate: 1, Palito de dente: 3, Chuchu: 8, Lingui?a: 5	Continente
413286279	Espinafre: 4	Continente
733623425	Iogurte: 10, Fraldas: 4, ?gua t?nica: 4, Sabonete: 10, Leite condensado: 8, ?gua: 2, Sab?o em p?: 8, Detergente: 10, Pin?a: 2, Hamb?rguer: 7	Pingo Doce
843047637	Fraldas: 9, Cebola: 7, F?sforo: 7, Berinjela: 8, Geleia: 8	Pingo Doce
973635402	Pano de prato: 3, Polpa de tomate: 1, Shampoo: 8, Batata palha: 6, Sardinha: 2, Peito de peru: 9	Pingo Doce
605946254	Cerveja: 9, Manjeric?o: 3, Azeite: 9, Goiaba: 4, Br?culos: 4, Caf?: 4	Pingo Doce
633356343	Manjeric?o: 5	Intermarché
910185657	A??car: 5, Ketchup: 3, Fermento: 8, Br?culos: 4, Cebola: 5	Continente
945206786	Tempero: 10	Intermarché
242806150	Lentilha: 5, Esponja: 1, Amaciador: 9, Azeite: 5, Lingui?a: 9, Purificador de ambientes: 1, Sal grosso: 10, F?sforo: 3, Aparelho de barbear: 3, Sopa: 10	Intermarché
425205506	Leite: 10, Lingui?a: 2	Pingo Doce
588552370	Nata: 2, Salame: 7, P?es: 10, Batata: 1, Alface: 3, ?lcool: 7	Pingo Doce
671003099	Leite: 9	Continente
769046656	Lixa: 4, Geleia: 3, Molho: 2, Leite: 5, Ketchup: 8, ?gua de coco: 9, Manjeric?o: 6, Desinfetante: 4, Creme de barbear: 7, Shampoo: 9	Intermarché
526266556	Banana: 5	Intermarché
131937990	Farinha de mandioca: 5, Queijo ralado: 1	Intermarché
359954840	Tomate: 7, Vagem: 7, Antiss?ptico: 1, Banana: 5, Toalha de papel: 2, Cogumelos: 1, P?ra: 10, R?cula: 6	Intermarché
218901734	Sardinha: 10, Cereal: 6	Continente
847561404	Hamb?rguer: 1, Farinha de trigo: 5, Antiss?ptico: 1, Mel?o: 6	Intermarché
277469264	Atum: 5, Biscoito: 8, Leite: 7, Fio-dental: 6, Bacon: 9	Continente
694556106	Caf?: 2, Alho: 1, Presunto: 8, Sumo: 3, ?gua t?nica: 7, Maionese: 9, Guardanapos: 5, Coco ralado: 7, Desodorizante: 1, Alface: 6	Pingo Doce
824848538	Ado?ante: 2, Limpa-vidro: 10, Sal grosso: 7, Farinha de trigo: 9, Alho: 10, Feij?o: 6, Shampoo: 7, Len?o de papel: 4, Presunto: 4	Intermarché
507467389	Bolos: 8, Sal: 5	Pingo Doce
331412471	Algod?o: 1, Cenoura: 4, Doces: 10, Agri?o: 1, Cortador de unhas: 4, Carv?o: 5, Leite condensado: 5, ?gua t?nica: 6	Pingo Doce
154803526	Salsinha: 7, Bombom: 7, Cogumelos: 10, Ab?bora: 4, Cortador de unhas: 5, Pepino: 1, Hamb?rguer: 6, Berinjela: 2, Esponja: 9	Pingo Doce
340750537	Cerveja: 2, ?lcool: 3, Chuchu: 7	Continente
154517917	Acetona: 3, Requeij?o: 8	Intermarché
119842589	Coco ralado: 8, Abacaxi: 7	Pingo Doce
502913486	Azeitona: 6, Bombom: 9, Palmito: 6, ?lcool: 1	Intermarché
209666916	Piment?o: 1, Amaciador: 9, Salsicha: 5, Champanhe: 2, Algod?o: 1, Acetona: 10	Pingo Doce
482059496	Alho: 3, Champanhe: 7, Peixe: 7, Ma??: 8, Peito de peru: 4, Rum: 7, Sumo: 9	Continente
167392972	P?es: 1, Nata: 9, Coco ralado: 7, Baunilha: 5, Pano de prato: 2, Mel?ncia: 3, Pepino: 2	Intermarché
347371163	Mam?o: 2, Gel: 5	Pingo Doce
735725170	Berinjela: 3, Milho: 3, Pat?: 1, Gelatina: 10	Pingo Doce
459677351	Fraldas: 10, Alface: 4, Leite: 1, Bovina: 4, Algod?o: 2, Creme de barbear: 5, ?gua de coco: 1	Intermarché
179101074	Salsicha: 8, Toalha de papel: 7, Uva: 5, Ovos: 9, Polpa de tomate: 4, Shampoo: 9, Salgados: 2, Caldo: 2, ?gua: 7	Intermarché
432653362	Len?o de papel: 1, Ketchup: 7, Salgados: 4, Agri?o: 8, Vodca: 8, Leite de coco: 8, Uva: 5, Purificador de ambientes: 9	Pingo Doce
715998482	Salsinha: 8, Bovina: 7, Purificador de ambientes: 9	Continente
733623425	Palmito: 7, Gelatina: 1, Espinafre: 9, Caf?: 2, Amaciador: 10, Leite condensado: 7	Continente
394357843	Shampoo: 5, Cenoura: 7, Bolos: 8, Talco: 4, P?ra: 4	Intermarché
609007811	?gua de coco: 5, Algod?o: 7, Batata palha: 3, Cereal: 5, Queijo ralado: 4, Iogurte: 8, Macarr?o: 6, Biscoitos: 3	Pingo Doce
821459283	Azeite: 6, Antiss?ptico: 9, Detergente: 6, Polvilho: 3, Ado?ante: 4, Pente: 9, Pat?: 4	Intermarché
527792641	Requeij?o: 10, Laranja: 3	Pingo Doce
769922030	Presunto: 4, Bacon: 5	Intermarché
720168733	Banana: 5, Milho: 8	Intermarché
328624088	Sab?o em p?: 3, Bovina: 1, Desodorizante: 9, Palmito: 3, Vassoura: 9, P?ra: 10, Papel higi?nico: 9, Mel?o: 10	Continente
382261214	Creme de leite: 6, Bacon: 5, Ricota: 3, Saco de lixo: 8, Lingui?a: 2, Farinha de trigo: 8, Manjeric?o: 8	Intermarché
684811428	Uva: 1	Intermarché
742186147	Toalha de papel: 5, Gordura vegetal: 5, Papel higi?nico: 5, Len?o de papel: 5, Leite condensado: 2, Manteiga: 7, Purificador de ambientes: 7, Sab?o em p?: 10, Abacaxi: 9	Pingo Doce
550581551	Bombom: 5, Rum: 9, Peixe: 10, Limpa-vidro: 2	Intermarché
472984331	Milho: 4, Ch?: 7, Bombom: 4, F?sforo: 4, Piment?o: 3, Saco de lixo: 3, Geleia: 1	Continente
131361556	Preservativo: 5, Escova de dentes: 7, Vodca: 1, Shampoo: 8, Cenoura: 8	Continente
307608001	Milho: 9, Salsinha: 6, Gelatina: 2, Baunilha: 5, Mi?dos: 2, Ricota: 6	Continente
756908201	Vodca: 5, Mel?ncia: 4, Abacaxi: 1, Sal grosso: 4	Continente
161699480	Piment?o: 5, Repolho: 4	Intermarché
290200470	Cotonete: 2, Refrigerante: 6, Batata palha: 3, Feij?o: 10, Antiss?ptico: 4, Saco de lixo: 8, Chocolate: 2, Mortadela: 6, Vagem: 9	Intermarché
746018053	Ovos: 10, Abacate: 5, Espinafre: 2, Chocolate granulado: 8	Intermarché
482059496	Ervilha: 5, Alface: 9, Salsinha: 5, Gel: 9, Banana: 4	Intermarché
885240681	Cebola: 4, Uva: 1, Desodorizante: 7, Arroz: 9	Intermarché
411826343	Bacon: 2, Pano de prato: 6, Arroz: 10, Pin?a: 4, Temperinho verde: 4, Chocolate granulado: 6, Coco ralado: 10, Abacate: 2	Continente
456029484	Caf?: 4, Molho: 6, Agri?o: 4, Baunilha: 2, Desinfetante: 6, Creme de barbear: 5, Cogumelos: 4, Escova de dentes: 7, Repolho: 4	Continente
204663142	Pano de limpeza: 7, Antiss?ptico: 4, Frutas secas: 9, Biscoito: 2, Ervilha: 6, Condicionador: 5	Intermarché
178034183	Sal: 5, Farinha de rosca: 4, Ovos: 2, Vagem: 7, Pat?: 2, Leite: 6	Intermarché
475208772	P?ra: 4, Mostarda: 4, Queijo: 6, Br?culos: 4, Leite: 10, Lentilha: 8	Pingo Doce
975502025	Vodca: 1, Velas: 6, Cebola: 9, Presunto: 10, Goiaba: 4, Cotonete: 6	Continente
441482197	Peito de peru: 9	Continente
635896381	Champanhe: 4, Sab?o em p?: 9, Condicionador: 10, Sumo: 5, Azeitona: 4, Purificador de ambientes: 3	Intermarché
246529402	Pente: 4, Gordura vegetal: 2, Requeij?o: 10, Desinfetante: 9	Pingo Doce
704636963	Escova de dentes: 10, Goiaba: 8, Pepino: 10, Presunto: 3, Esponja: 9, Vinho: 2	Pingo Doce
308976556	Farinha de trigo: 4	Pingo Doce
836529000	Leite condensado: 5, Beterraba: 4, Milho: 4, Mi?dos: 5, Tomate: 4, U?sque: 1, Goiaba: 6, F?sforo: 4	Pingo Doce
362767357	Creme de leite: 3, Alface: 1, Manteiga: 6, Sab?o em p?: 3, Peixe: 2	Pingo Doce
175997589	Absorvente: 8, Licor: 1, Palmito: 6, Presunto: 9, Bovina: 4, Chocolate granulado: 7, Amaciador: 7, Desodorizante: 9, Hamb?rguer: 8	Intermarché
386610342	Bovina: 7, Abacaxi: 5, Iogurte: 9, Sal grosso: 8, Salame: 3, Caf?: 5, Sab?o em p?: 9, Lustra-m?veis: 7, Len?o de papel: 7, Couve: 3	Pingo Doce
889635453	Guardanapos: 10, Preservativo: 2, Leite: 8, Piment?o: 3, Sab?o em p?: 5	Intermarché
754236009	Caf?: 3	Intermarché
711992507	Cebola: 2, Frango: 9, L?mina de barbear: 10, Uva: 9, Velas: 10, Lixa: 2, Baunilha: 3, Esponja: 10, Manteiga: 1	Continente
158359189	Chocolate granulado: 9, Frutas secas: 6, ?gua de coco: 5, Geleia: 4, Chuchu: 8	Continente
737256886	Rum: 4, Vodca: 1, Inseticida: 2, Hidratante: 8	Pingo Doce
961563958	Hidratante: 1, A??car: 8	Pingo Doce
544456147	Vinho: 8, Sopa: 3, Margarina: 7, Cogumelos: 7	Continente
540370216	Len?o de papel: 10, Caf?: 3, Licor: 2, Lentilha: 1, P?es: 7, Fermento: 8, Cortador de unhas: 9	Pingo Doce
204506021	Fio-dental: 3, Batata: 4, Creme de barbear: 1, Lingui?a: 2, Bovina: 1, Mam?o: 6, Pepino: 5	Pingo Doce
906499856	Fraldas: 5, Len?o de papel: 3, Velas: 8, U?sque: 1, Frango: 5, Esponja: 4, Papel higi?nico: 8, Doces: 6, Salsicha: 5, Fermento: 1	Intermarché
400436886	Polvilho: 3, Hidratante: 5, Creme de barbear: 1, Purificador de ambientes: 8, Inseticida: 3, Hamb?rguer: 7	Intermarché
324325389	Creme de leite: 6, Lixa: 9, Milho: 4	Continente
566259598	Frango: 9, Polpa de tomate: 10, Sal grosso: 5, Milho: 6, Batata: 4, Geleia: 5	Pingo Doce
177273580	Toalha de papel: 6	Intermarché
445974086	Hidratante: 7, Fio-dental: 3	Intermarché
615377831	Batata palha: 1, Toalha de papel: 6, L?mina de barbear: 4, Polvilho: 1, Geleia: 7, Milho: 7	Continente
666022016	Champanhe: 10, Ricota: 6, Batata: 8, Sopa: 6, ?gua de coco: 6, P?es: 10, Porco: 3, Vinho: 3	Continente
760470295	Farinha de milho: 7, Preservativo: 8, Nata: 7, Tomate: 10	Pingo Doce
731028415	Requeij?o: 8	Continente
622563970	Aparelho de barbear: 4, ?lcool: 6	Continente
227931822	Amaciador: 4, Rum: 4, Queijo ralado: 7, Alface: 8	Pingo Doce
359392589	Mortadela: 4, A??car: 4, Palito de dente: 4, Ch?: 9, Abacate: 3, Batata palha: 5, Alface: 1	Continente
153263141	Piment?o: 6, Lentilha: 8, Chocolate granulado: 7, Escova de dentes: 4, Guardanapos: 2, Frutas secas: 1, Sal: 6, Feij?o: 8	Pingo Doce
340927706	Pente: 5, Sab?o em p?: 4, Fermento: 4, Margarina: 9, Chocolate: 3	Pingo Doce
989868420	Detergente: 2, Tomate: 9, Cogumelos: 9, Leite condensado: 8, Margarina: 9, Baunilha: 9, Palito de dente: 2	Pingo Doce
748947112	Vinho: 9	Continente
876391314	Couve: 2, Lixa: 5, Peixe: 7, Ricota: 7, Requeij?o: 10, Temperinho verde: 7, Mortadela: 9, Tomate: 1, Antiss?ptico: 8, Detergente: 1	Pingo Doce
898266176	Desodorizante: 6, Cenoura: 1, Champanhe: 1	Continente
278526499	Ricota: 9, Sopa: 10, Frutas secas: 5, Licor: 1, Fermento: 8, Cerveja: 2, Fraldas: 6	Intermarché
991626662	Ab?bora: 5, Gel: 2, Molho: 9	Continente
613051815	Macarr?o: 8, Azeite: 9, Esponja: 5, Mostarda: 8, Feij?o: 1	Continente
405833465	Sab?o em p?: 7, Br?culos: 6, Alface: 9, Mi?dos: 6, Iogurte: 8, Purificador de ambientes: 5, Sal grosso: 4	Continente
591677775	Polpa de tomate: 9, Ricota: 1, Chocolate granulado: 1, Lustra-m?veis: 6, Biscoito: 6	Intermarché
651913249	Mi?dos: 9, Abacate: 7, Repolho: 4, A??car: 1	Continente
433864313	Sopa: 4, Bovina: 8	Intermarché
599445724	Guardanapos: 3, Cereal: 1, Margarina: 1	Intermarché
978152063	Ervilha: 8	Pingo Doce
997712626	F?sforo: 2, Tempero: 5, Velas: 6, Sal: 1, Refrigerante: 6, Polpa de tomate: 9, P?ra: 8, Champanhe: 3, Lava-roupas: 6	Continente
424725868	Baunilha: 1, Farinha de rosca: 9, Lixa: 5, Banana: 3, Cenoura: 5, Mi?dos: 9, Absorvente: 6, R?cula: 3	Continente
274157041	Gelatina: 3, Berinjela: 2, Temperinho verde: 8, Chuchu: 10, Mel?ncia: 5, Salgados: 9, Velas: 2, Inseticida: 8, Condicionador: 9	Pingo Doce
971398333	Abacaxi: 4, Arroz: 7, Pano de prato: 1, Lava-roupas: 1	Continente
106727667	Ovos: 9, Gel: 6	Intermarché
277525035	Caf?: 5, Piment?o: 4, Lustra-m?veis: 6	Pingo Doce
388459903	P?es: 10, Farinha de mandioca: 5	Pingo Doce
862980475	Couve: 5, Doces: 7, Ch?: 5, Saco de lixo: 2	Intermarché
669721470	Rum: 4, Cebola: 3, Ovos: 10, Fraldas: 2, Biscoitos: 8, Bolos: 7, Algod?o: 9, Ado?ante: 10, Cenoura: 1	Pingo Doce
779784762	?lcool: 4, P?es: 4, Milho: 5	Continente
805689007	Manjeric?o: 6, Mostarda: 1, Pat?: 4, Azeite: 5, Atum: 2, Pin?a: 3, Abacaxi: 8	Intermarché
981594917	Batata: 6, Porco: 1, Lixa: 8, Cortador de unhas: 1, Cerveja: 7, Purificador de ambientes: 2, Goiaba: 2, Toalha de papel: 10, Carv?o: 2	Continente
113169199	Mostarda: 10, Frutas secas: 6, Toalha de papel: 10, Absorvente: 5, Polpa de tomate: 6, Leite: 2, Baunilha: 5, Vodca: 2	Continente
326377645	Iogurte: 7, Creme de barbear: 7, Preservativo: 8, Hamb?rguer: 6, Pin?a: 2, Vagem: 5	Pingo Doce
360846166	Bombom: 5, Creme de leite: 3, Aparelho de barbear: 9	Intermarché
688864217	Ovos: 3, Mortadela: 2, ?gua de coco: 10, Preservativo: 10, Palito de dente: 3, Farinha de rosca: 5, Fraldas: 2, Sabonete: 4, Ma??: 6	Continente
438553508	Cogumelos: 8, Requeij?o: 8, Licor: 4, Bolos: 9, Salsicha: 5, Palmito: 5, Velas: 3	Continente
290827912	Mostarda: 7, Detergente: 8, Champanhe: 8, Ketchup: 2, Lentilha: 9, Porco: 8, Antiss?ptico: 5	Intermarché
928470292	Salsicha: 8, Talco: 6, Batata: 1, Gelatina: 5, Couve: 3, Queijo: 3, Creme de barbear: 8, Farinha de milho: 9	Intermarché
273656034	Vagem: 9, Bombom: 7, Rum: 6, Cereal: 1	Pingo Doce
277469264	Pente: 3, Ervilha: 4, Tempero: 1, Farinha de milho: 2, Desodorizante: 3, Purificador de ambientes: 8	Continente
775539913	Papel higi?nico: 7	Intermarché
677430390	Chuchu: 5, Toalha de papel: 10, Uva: 4, Farinha de milho: 3, Lixa: 2	Continente
492700141	Peixe: 5, Ab?bora: 9, Leite de coco: 8, Espinafre: 2, Len?o de papel: 7, Toalha de papel: 3	Pingo Doce
357774343	Champanhe: 3	Continente
558587208	Manteiga: 5, Cereal: 2, Vassoura: 3, Abacate: 2	Continente
675468900	Piment?o: 5, Gordura vegetal: 4, Farinha de trigo: 3, Palito de dente: 9, Ovos: 5, Cereal: 4, Ervilha: 4, Maionese: 4, Fraldas: 8	Pingo Doce
351925000	Vinho: 10, ?gua t?nica: 7, Fio-dental: 3, Azeitona: 6, Lentilha: 5, Baunilha: 5, Carv?o: 4, Cogumelos: 2	Intermarché
709347984	Ketchup: 9, Baunilha: 9, Requeij?o: 7, Saco de lixo: 6	Intermarché
963018973	Vassoura: 2	Continente
350129896	Frango: 9, Milho: 10	Pingo Doce
535502948	Mortadela: 1, Bovina: 4, Ab?bora: 10, Sal grosso: 4, Licor: 8, Vagem: 3	Intermarché
186750841	Palito de dente: 2, Pilhas: 7, Sab?o em p?: 6, Mostarda: 5, Farinha de mandioca: 9	Intermarché
362912018	Cotonete: 8, Peito de peru: 10, Salsicha: 2, Leite de coco: 9, Lixa: 6	Pingo Doce
509626637	Cogumelos: 9, Queijo ralado: 9, Bacon: 5, Alho: 7, Feij?o: 1, Coco ralado: 6, Cotonete: 1	Pingo Doce
335747935	Pin?a: 7, Toalha de papel: 9, Laranja: 3, Chocolate granulado: 2, Sabonete: 7, Fermento: 8, ?gua de coco: 7, Polpa de tomate: 10, F?sforo: 8	Pingo Doce
948716302	Pat?: 3, Presunto: 6, Cerveja: 6, Coco ralado: 10, Mam?o: 6, Ervilha: 10, Champanhe: 9, Sumo: 1, Azeitona: 6	Pingo Doce
695120387	Mel?ncia: 4, Farinha de trigo: 7, Salsicha: 7, Peito de peru: 5, Carv?o: 5, Fio-dental: 10, Salgados: 4, ?gua de coco: 7, Shampoo: 8	Pingo Doce
904355728	Espinafre: 1, Sopa: 2, Cortador de unhas: 7, Salgados: 2, Salame: 7, Beterraba: 5	Intermarché
635815539	Chuchu: 10, Uva: 7, Lustra-m?veis: 9	Intermarché
111015462	Desodorizante: 8, Chuchu: 8, Licor: 9, Tempero: 7	Intermarché
789754498	Mam?o: 10, Maionese: 8	Intermarché
227059059	Beterraba: 8, Mel?o: 7, Escova de dentes: 3, Mi?dos: 6, Peito de peru: 6, Arroz: 6	Pingo Doce
214454642	Escova de dentes: 10, Palmito: 7, Aparelho de barbear: 10, A??car: 6	Continente
192669845	Piment?o: 7, Cenoura: 1, Inseticida: 10, Pano de prato: 9	Intermarché
698438548	Piment?o: 2, Batata palha: 3	Continente
698731484	Milho: 8, Laranja: 10, Leite: 5, Talco: 1, Vinho: 8, Leite de coco: 4, Escova de dentes: 4, Condicionador: 10	Intermarché
251367505	Pente: 3, Sabonete: 7, Doces: 3, P?ra: 8, Batata: 8, Lava-roupas: 5, Amaciador: 4, ?gua de coco: 1, Salsinha: 3	Pingo Doce
842605646	Cerveja: 2, Nata: 5, Mam?o: 8, Margarina: 5, Leite: 2, Antiss?ptico: 9, Fermento: 2	Continente
440942441	Absorvente: 1, Pat?: 8, Pano de limpeza: 3, Chocolate granulado: 1, Salgados: 10, Farinha de milho: 3, Toalha de papel: 2, Molho: 2, Saco de lixo: 8	Intermarché
291835777	Condicionador: 1, Manjeric?o: 3, Limpa-vidro: 8, P?ra: 9, Salsinha: 1, Mi?dos: 1, Abacate: 2, Feij?o: 4	Continente
550756750	Condicionador: 5	Pingo Doce
130943235	Repolho: 7, Leite: 8, Pano de limpeza: 6, Pente: 3, Fraldas: 2, Sal: 1, Palito de dente: 6, Chocolate: 4, Bombom: 7, Lentilha: 9	Pingo Doce
580135471	Couve: 7, Arroz: 10, Mi?dos: 3, Batata: 2, Azeitona: 9, Margarina: 6, Chocolate: 8, Salsicha: 3, Guardanapos: 10, Lixa: 3	Continente
278526499	Vassoura: 6, Frango: 6, Beterraba: 10, Bolos: 10, Doces: 4, ?gua t?nica: 2, Farinha de milho: 3, Chocolate: 8, Mam?o: 9, Chuchu: 2	Intermarché
520637219	Tortas: 5, Laranja: 2, Refrigerante: 3, Fermento: 1, Licor: 10, Temperinho verde: 4, Polvilho: 10, Cogumelos: 9	Continente
967463386	Sab?o em p?: 1, Vodca: 3, Algod?o: 4, Frutas secas: 6, Salsicha: 4, Palmito: 10, L?mina de barbear: 2, Pente: 1, Piment?o: 8, Creme de barbear: 4	Continente
733623425	Salame: 5, Batata palha: 9, Cotonete: 2, Biscoito: 5, Caf?: 7	Pingo Doce
169819522	F?sforo: 3, Leite: 8, Beterraba: 8, ?gua: 8, ?gua de coco: 3	Intermarché
662421823	Abacate: 7, Salsinha: 6, Champanhe: 6, R?cula: 6	Intermarché
172375373	Queijo: 7, Amaciador: 10, Porco: 10	Pingo Doce
649227552	?lcool: 9, Cebola: 10, Queijo ralado: 1, Pepino: 7, Champanhe: 6, Algod?o: 4, Condicionador: 3	Continente
928172854	Leite: 5, Preservativo: 8, Papel higi?nico: 8, Salsinha: 2, Detergente: 9, Molho: 7	Pingo Doce
979082862	Inseticida: 8, Br?culos: 4, Sal: 5	Continente
631188761	Frutas secas: 9, Gelatina: 5, Saco de lixo: 9, Biscoitos: 7, Queijo ralado: 3, Abacate: 5, Bolos: 5, Shampoo: 5, Desodorizante: 6	Pingo Doce
