NIF	Compra	Loja
816737912	Pente: 4, Ketchup: 1, Arroz: 2, Iogurte: 1, Chocolate granulado: 8, Pães: 7, Caldo: 10, Azeitona: 7, Vagem: 3, Fio-dental: 7	Intermarché
421721405	Vagem: 7, Maçã: 8, Chocolate granulado: 2, Cogumelos: 7, Preservativo: 9, Berinjela: 8	Intermarché
762025245	Temperinho verde: 2, Chocolate: 6, Vinho: 5, Detergente: 9	Intermarché
561577443	Ovos: 6, Papel higiênico: 1, Fósforo: 2, Couve: 5	Intermarché
762237674	Feijão: 8	Continente
492975087	Guardanapos: 1, Pães: 3, Chuchu: 6, Sal: 5, Queijo: 6, Cogumelos: 1, Peixe: 5, Álcool: 7	Pingo Doce
460746208	Azeite: 6, Cortador de unhas: 1, Toalha de papel: 5, Berinjela: 9, Cenoura: 4, Farinha de rosca: 7	Intermarché
436223289	Rúcula: 10, Feijão: 7, Biscoito: 9	Intermarché
626143133	Champanhe: 1, Biscoito: 8, Requeijão: 3, Cerveja: 6, Mamão: 4, Melão: 8, Velas: 5	Intermarché
619456165	Espinafre: 7, Lustra-móveis: 1, Linguiça: 2, Pilhas: 4, Salsinha: 10, Lixa: 6, Shampoo: 6	Continente
645578721	Abacate: 8, Cenoura: 1, Aparelho de barbear: 2, Sumo: 2	Continente
254244141	Cortador de unhas: 7, Pepino: 7, Farinha de mandioca: 9, Palmito: 2, Pano de limpeza: 2, Detergente: 3, Mortadela: 8, Leite condensado: 2, Agrião: 7	Intermarché
728289722	Pêra: 10, Farinha de milho: 1, Água: 10, Shampoo: 2, Melância: 1	Pingo Doce
905896581	Escova de dentes: 2, Amaciador: 3, Sal grosso: 4, Goiaba: 3, Salsicha: 5, Leite condensado: 9, Laranja: 10	Continente
193239918	Leite condensado: 2, Gel: 10, Rúcula: 8, Creme de leite: 6	Intermarché
608065959	Refrigerante: 2	Continente
287200936	Macarrão: 3, Abóbora: 10, Fio-dental: 2, Manjericão: 1, Geleia: 7, Iogurte: 9, Farinha de milho: 7, Sardinha: 4, Chocolate: 4, Pinça: 7	Pingo Doce
338854008	Palmito: 2, Ervilha: 9, Farinha de trigo: 9, Pilhas: 9, Biscoitos: 4, Hambúrguer: 7, Cotonete: 8, Ovos: 8	Continente
305327124	Milho: 5, Fósforo: 1, Porco: 1, Berinjela: 4, Azeite: 1, Shampoo: 7, Creme de barbear: 5, Manjericão: 4	Intermarché
383576768	Alho: 3, Milho: 5, Melância: 1	Continente
735545205	Farinha de milho: 7, Lava-roupas: 10, Refrigerante: 4, Inseticida: 6, Algodão: 10, Licor: 1	Intermarché
633360634	Tomate: 5, Sabonete: 8, Bombom: 6, Macarrão: 3, Melância: 3, Lenço de papel: 8, Fio-dental: 1	Continente
229218560	Cenoura: 3, Fio-dental: 10, Linguiça: 8, Milho: 3, Velas: 7, Hidratante: 6, Laranja: 5, Miúdos: 10	Pingo Doce
978776465	Chocolate granulado: 5, Biscoitos: 2, Presunto: 5, Fraldas: 10, Pilhas: 6, Melão: 1, Refrigerante: 8	Pingo Doce
495655885	Margarina: 6, Uísque: 10, Iogurte: 8, Patê: 6, Guardanapos: 6, Porco: 3	Pingo Doce
153263141	Baunilha: 5, Sardinha: 5, Peito de peru: 6	Intermarché
168692649	Vassoura: 2, Maçã: 1, Farinha de rosca: 10	Intermarché
428532612	Frutas secas: 2	Pingo Doce
452281001	Geleia: 4, Mostarda: 8, Repolho: 7, Refrigerante: 8, Abacaxi: 3	Continente
234394982	Shampoo: 4, Linguiça: 8, Coco ralado: 2, Pano de limpeza: 1, Uísque: 8, Alho: 9, Queijo ralado: 2	Pingo Doce
271597138	Pepino: 5, Pano de prato: 8, Fósforo: 5, Tortas: 1, Creme de leite: 2, Preservativo: 7	Intermarché
843031070	Ervilha: 3, Bombom: 1	Continente
149121624	Sabonete: 4	Intermarché
162122069	Creme de barbear: 5, Tomate: 4	Continente
383357606	Manjericão: 9, Uísque: 5, Chuchu: 6, Pilhas: 5, Leite de coco: 6, Pães: 3, Pente: 1	Continente
666430257	Chocolate: 8	Pingo Doce
424991739	Algodão: 4, Uísque: 10, Tortas: 1, Maçã: 3, Limpa-vidro: 5, Peixe: 7, Gordura vegetal: 10, Abacaxi: 10, Berinjela: 2, Pêra: 10	Pingo Doce
742322020	Rúcula: 3, Fio-dental: 2, Lixa: 1, Álcool: 10, Gelatina: 10, Água: 7	Pingo Doce
223191877	Peixe: 5, Açúcar: 10, Pente: 2, Pilhas: 1	Intermarché
550168315	Farinha de rosca: 1, Gordura vegetal: 10, Shampoo: 8, Tomate: 5, Sal grosso: 8, Vinho: 6, Leite condensado: 10, Chocolate: 2	Pingo Doce
908592525	Farinha de trigo: 10	Intermarché
871029168	Azeite: 1	Intermarché
417912828	Detergente: 3, Fermento: 7, Condicionador: 5, Lixa: 2, Acetona: 2, Gel: 7, Pano de prato: 8, Leite: 4	Pingo Doce
426974676	Água tônica: 8, Gel: 9	Continente
746455136	Vodca: 4, Salsinha: 5, Abacaxi: 3, Lixa: 5, Fermento: 5, Shampoo: 10, Tempero: 1	Continente
928470292	Beterraba: 6, Farinha de trigo: 3, Batata palha: 7, Preservativo: 7, Café: 3, Miúdos: 8	Intermarché
442341864	Detergente: 7, Bacon: 6, Mamão: 2, Pepino: 2, Ketchup: 3, Pente: 6, Espinafre: 1, Margarina: 6	Continente
500219473	Sal: 1, Fraldas: 3, Mamão: 10, Água de coco: 1, Batata: 5	Pingo Doce
582084186	Purificador de ambientes: 8, Refrigerante: 6	Pingo Doce
612492580	Gel: 3, Porco: 4, Milho: 7, Vagem: 1, Hidratante: 6, Feijão: 9, Geleia: 8, Peixe: 5, Leite: 2, Tomate: 6	Continente
281584181	Fio-dental: 3, Gel: 4, Sumo: 10, Molho: 8, Aparelho de barbear: 2, Purificador de ambientes: 6, Café: 1	Intermarché
198301380	Agrião: 7, Farinha de mandioca: 1, Água tônica: 1, Miúdos: 3, Ovos: 8, Salsicha: 5	Intermarché
871397831	Palito de dente: 2, Manteiga: 2, Macarrão: 6, Leite: 7, Papel higiênico: 10, Cortador de unhas: 1, Café: 1, Polpa de tomate: 4, Fraldas: 10	Intermarché
784027558	Vodca: 5, Fermento: 5, Esponja: 5, Tomate: 8, Lâmina de barbear: 9, Polpa de tomate: 4, Vagem: 2, Condicionador: 7	Continente
827085644	Lava-roupas: 5, Mostarda: 10, Sal grosso: 4, Couve: 10, Escova de dentes: 1, Azeitona: 9, Iogurte: 6, Palmito: 4, Refrigerante: 10	Intermarché
641291098	Cereal: 9, Chocolate granulado: 10, Iogurte: 5, Água: 10, Fraldas: 2, Beterraba: 4, Vodca: 8, Limpa-vidro: 7, Bolos: 5	Pingo Doce
831611474	Espinafre: 4, Azeitona: 10	Continente
641871549	Sal: 9, Requeijão: 7, Antisséptico: 4, Baunilha: 6, Linguiça: 5	Intermarché
820425385	Água de coco: 5, Peito de peru: 6, Inseticida: 1, Lâmina de barbear: 10, Pinça: 3, Goiaba: 5	Pingo Doce
393916306	Pano de prato: 4, Farinha de trigo: 5, Pente: 5, Sabão em pó: 8	Continente
548167420	Leite: 1, Baunilha: 10, Geleia: 8, Chuchu: 2, Lava-roupas: 5, Gel: 4, Desodorizante: 5, Vinho: 5, Farinha de mandioca: 5	Intermarché
498447474	Nata: 1, Acetona: 8	Intermarché
507298640	Cerveja: 3, Fermento: 1, Desinfetante: 8, Chocolate: 2, Pente: 10, Sal grosso: 7, Feijão: 3, Melância: 5, Água tônica: 4, Geleia: 6	Pingo Doce
396388969	Refrigerante: 6, Cortador de unhas: 10	Continente
897859052	Acetona: 1, Vagem: 4, Doces: 3, Condicionador: 10, Fraldas: 3, Talco: 4	Continente
916102827	Maçã: 9, Cenoura: 5	Continente
630269918	Nata: 6, Leite condensado: 4	Continente
912840010	Polpa de tomate: 6, Leite de coco: 5	Pingo Doce
567377802	Abacaxi: 6, Creme de barbear: 2, Farinha de milho: 4, Nata: 8, Salsicha: 1, Salame: 10, Velas: 3	Continente
306074946	Cortador de unhas: 5, Leite: 5, Café: 6, Hidratante: 8, Cogumelos: 8	Continente
868965306	Carvão: 9, Creme de barbear: 6, Queijo: 3, Nata: 5, Chocolate: 4, Laranja: 10, Pano de prato: 9, Farinha de trigo: 6	Intermarché
484103864	Rum: 7, Fermento: 2, Abóbora: 5	Pingo Doce
167954556	Chocolate granulado: 7, Tomate: 8, Sabonete: 3, Aparelho de barbear: 4, Limpa-vidro: 2, Escova de dentes: 2, Repolho: 8, Iogurte: 6	Pingo Doce
367985176	Polpa de tomate: 7, Maionese: 5, Pinça: 9, Açúcar: 6	Continente
434076241	Hidratante: 6, Margarina: 2	Pingo Doce
314336368	Iogurte: 10, Shampoo: 3, Pães: 1	Continente
978180587	Palito de dente: 3, Salame: 7, Berinjela: 9, Ervilha: 10, Talco: 4, Vassoura: 4, Cenoura: 2, Azeite: 10, Sopa: 7	Pingo Doce
588939285	Aparelho de barbear: 1, Ervilha: 1, Gelatina: 8, Beterraba: 6, Toalha de papel: 6, Banana: 4	Continente
575391041	Adoçante: 10, Feijão: 2, Farinha de rosca: 8, Palito de dente: 4, Queijo ralado: 1, Arroz: 2, Rum: 7, Tortas: 9	Continente
215399133	Cotonete: 3, Pano de prato: 9, Goiaba: 8	Intermarché
129548055	Lentilha: 5, Pepino: 1, Chá: 8, Leite: 4	Continente
838740202	Batata palha: 1, Azeitona: 10, Gordura vegetal: 5, Lâmina de barbear: 8, Doces: 10, Água: 2, Goiaba: 10	Continente
425069952	Lentilha: 3, Cotonete: 10, Água de coco: 7, Coco ralado: 6, Bacon: 8, Antisséptico: 9, Biscoitos: 9, Requeijão: 5	Intermarché
997055831	Tomate: 5, Sabão em pó: 1, Abacaxi: 6	Pingo Doce
853269565	Geleia: 9, Leite de coco: 3, Inseticida: 5, Champanhe: 7, Água de coco: 5, Salame: 6, Álcool: 1, Queijo ralado: 4, Azeite: 1	Continente
383357606	Uísque: 7	Continente
570746168	Preservativo: 3, Milho: 9, Salsinha: 5, Pano de limpeza: 3, Desinfetante: 6, Chocolate: 4, Café: 10, Azeitona: 5, Papel higiênico: 1	Intermarché
122762939	Azeite: 4, Biscoito: 2, Sabão em pó: 1, Cotonete: 4, Biscoitos: 8	Pingo Doce
105600807	Doces: 1, Lentilha: 6	Intermarché
381253298	Queijo ralado: 7, Uva: 3, Água tônica: 4, Limpa-vidro: 6	Pingo Doce
473777647	Shampoo: 4, Farinha de trigo: 1, Manteiga: 10, Agrião: 4, Cotonete: 5, Bróculos: 6, Lâmina de barbear: 10	Continente
271099621	Farinha de mandioca: 2	Intermarché
588939285	Gel: 4, Sabão em pó: 1, Fermento: 6, Desodorizante: 6	Continente
942824111	Manteiga: 8	Intermarché
482355048	Esponja: 6, Lava-roupas: 8, Água: 9, Rúcula: 2, Fio-dental: 1, Vagem: 8, Sabonete: 3, Fósforo: 8, Molho: 8	Pingo Doce
259790803	Vodca: 4	Continente
290827912	Sardinha: 8	Intermarché
798019936	Agrião: 10, Limpa-vidro: 2, Azeite: 7, Molho: 4, Uísque: 3, Sal grosso: 7, Antisséptico: 5	Pingo Doce
521783381	Bovina: 3, Beterraba: 4, Polpa de tomate: 9, Alho: 8, Rum: 2	Pingo Doce
407349070	Inseticida: 4	Intermarché
946202652	Bacon: 3, Tortas: 7, Pinça: 2, Cebola: 1, Repolho: 2, Lentilha: 9, Lixa: 1, Presunto: 2, Tempero: 2, Patê: 5	Intermarché
609134963	Lustra-móveis: 1, Licor: 9, Baunilha: 6, Feijão: 1, Maionese: 7	Intermarché
871029168	Feijão: 3, Peito de peru: 8, Milho: 3, Farinha de mandioca: 2, Creme de barbear: 6, Velas: 1, Sal grosso: 6	Pingo Doce
936197777	Velas: 2, Pano de prato: 5, Alface: 8, Talco: 3, Gelatina: 5, Mostarda: 9, Ovos: 6, Salgados: 7, Acetona: 5	Continente
391354622	Ricota: 7, Sumo: 10, Maionese: 6, Farinha de milho: 2	Intermarché
923905030	Gelatina: 6, Algodão: 2, Carvão: 5, Fermento: 5, Toalha de papel: 3, Lenço de papel: 1, Lustra-móveis: 7, Chocolate granulado: 10, Mortadela: 4	Pingo Doce
998794136	Coco ralado: 7, Leite de coco: 2, Melão: 9, Fósforo: 5, Ovos: 6, Palmito: 3	Intermarché
124963746	Baunilha: 7, Alho: 9	Continente
748420980	Aparelho de barbear: 2, Hidratante: 6, Mamão: 3, Temperinho verde: 1, Shampoo: 2, Molho: 10, Creme de leite: 1, Abacate: 6, Margarina: 8	Continente
204727563	Lava-roupas: 3, Detergente: 2, Repolho: 7	Pingo Doce
272964548	Couve: 7, Tomate: 10, Pano de limpeza: 8, Tempero: 4, Cerveja: 2	Intermarché
449403601	Farinha de rosca: 8, Desinfetante: 7, Lentilha: 10, Vassoura: 8, Papel higiênico: 3, Pente: 3	Continente
167912389	Creme de barbear: 7, Purificador de ambientes: 1, Sal grosso: 9, Papel higiênico: 6, Álcool: 10, Polvilho: 7, Cereal: 4, Palito de dente: 2, Cenoura: 3, Berinjela: 2	Continente
953062341	Pano de limpeza: 3, Abacaxi: 4, Tempero: 6	Continente
336222656	Desinfetante: 5, Ervilha: 9, Pano de prato: 9, Bolos: 9, Farinha de mandioca: 1, Shampoo: 2, Condicionador: 1, Gordura vegetal: 4, Molho: 3	Intermarché
900985741	Água tônica: 10, Milho: 4, Hidratante: 9, Beterraba: 3, Pepino: 3, Palito de dente: 3, Vassoura: 10, Lustra-móveis: 2, Detergente: 5	Pingo Doce
469524645	Arroz: 9, Lenço de papel: 9, Ervilha: 2, Bovina: 6, Preservativo: 8, Pilhas: 4, Baunilha: 5, Batata palha: 6, Alface: 5	Intermarché
843047637	Rúcula: 9, Fermento: 2, Talco: 2, Gel: 8, Maionese: 1, Bróculos: 5, Sabonete: 5	Continente
608844276	Hambúrguer: 2, Atum: 2, Arroz: 5, Saco de lixo: 3, Adoçante: 5, Desinfetante: 2, Lixa: 10, Refrigerante: 6, Água tônica: 5	Pingo Doce
806296148	Antisséptico: 2, Maionese: 10, Chá: 1	Intermarché
301868432	Café: 5, Pimentão: 3, Vagem: 10, Creme de leite: 1, Pano de prato: 9, Talco: 7, Pente: 7, Pêra: 2	Intermarché
431960196	Gordura vegetal: 3, Pimentão: 5, Berinjela: 5, Beterraba: 8	Continente
484683833	Escova de dentes: 3, Melância: 2, Hidratante: 5, Lâmina de barbear: 7, Bovina: 9, Vassoura: 1, Detergente: 9, Lustra-móveis: 2, Condicionador: 10	Continente
414125885	Leite condensado: 6, Salsinha: 9	Continente
971855761	Mamão: 1, Frutas secas: 7, Desinfetante: 10, Alho: 10, Abacate: 3, Uva: 6	Intermarché
543501826	Arroz: 5, Salsicha: 9, Biscoito: 7, Presunto: 10, Creme de leite: 2, Sumo: 2, Queijo ralado: 7	Pingo Doce
843047637	Abacate: 8, Leite de coco: 8, Lava-roupas: 7, Agrião: 4, Cortador de unhas: 1, Sardinha: 3, Vinho: 2, Champanhe: 4, Temperinho verde: 7, Mortadela: 10	Intermarché
584848699	Temperinho verde: 8, Ketchup: 5, Purificador de ambientes: 8, Vinho: 3, Cenoura: 9, Mostarda: 2, Amaciador: 2, Pimentão: 1	Pingo Doce
604451692	Velas: 9, Abóbora: 3, Abacaxi: 10, Saco de lixo: 8, Agrião: 2	Continente
633988387	Iogurte: 2, Licor: 8, Água de coco: 4	Continente
827814697	Preservativo: 5, Vinho: 5, Patê: 9, Lenço de papel: 5, Cotonete: 3, Champanhe: 7, Velas: 3	Intermarché
990045334	Lentilha: 2, Pêra: 3, Hidratante: 6, Feijão: 8, Rum: 2, Sabonete: 10, Pano de prato: 8, Atum: 9	Pingo Doce
365037744	Sabonete: 7, Peixe: 6	Intermarché
872230519	Ervilha: 7, Espinafre: 4, Patê: 1, Toalha de papel: 2, Caldo: 6	Continente
402574467	Cebola: 9, Ricota: 1, Banana: 1, Frango: 8, Uísque: 8, Azeite: 8, Caldo: 8	Pingo Doce
737560098	Detergente: 10, Hambúrguer: 6, Aparelho de barbear: 9, Lustra-móveis: 4, Fio-dental: 3	Intermarché
382264877	Creme de barbear: 4, Leite: 2, Azeitona: 9, Gordura vegetal: 3, Farinha de milho: 2, Molho: 7, Fraldas: 10, Biscoitos: 9, Bacon: 10, Açúcar: 2	Continente
760168338	Leite: 10, Bacon: 4, Farinha de trigo: 3, Papel higiênico: 9, Frango: 2, Licor: 2, Feijão: 4, Toalha de papel: 7, Melância: 10, Água de coco: 10	Continente
892380506	Talco: 6, Ovos: 7, Pimentão: 6, Tomate: 4	Intermarché
867816460	Limpa-vidro: 5, Lâmina de barbear: 8	Intermarché
443597580	Palmito: 7, Batata: 7, Melância: 3, Biscoito: 9, Tempero: 7, Margarina: 8, Farinha de rosca: 5, Sopa: 2, Abóbora: 4, Feijão: 2	Continente
136226275	Salsinha: 7, Inseticida: 1, Linguiça: 7, Antisséptico: 2, Papel higiênico: 8, Leite de coco: 5, Gel: 9, Espinafre: 8	Intermarché
492975087	Leite: 4, Esponja: 5, Macarrão: 4, Limpa-vidro: 1	Continente
335747935	Sal grosso: 10, Alface: 5	Continente
938677784	Polvilho: 7, Sal: 7, Banana: 9, Repolho: 2, Batata palha: 3, Café: 9	Pingo Doce
458138613	Bacon: 8, Sabão em pó: 7, Abacate: 6, Leite: 4	Pingo Doce
697294874	Desinfetante: 7, Rum: 7, Frutas secas: 6	Continente
546699978	Sardinha: 8, Chocolate: 8, Palmito: 6, Melância: 3, Leite: 10, Rum: 8, Baunilha: 1, Queijo: 7, Salame: 4	Continente
871174882	Repolho: 4, Cogumelos: 5, Esponja: 8, Presunto: 6, Batata palha: 5, Molho: 8, Limpa-vidro: 9, Palmito: 9, Leite: 2	Intermarché
154517917	Algodão: 2, Gel: 1, Pepino: 7, Fermento: 2, Agrião: 6, Saco de lixo: 8, Margarina: 2, Sal grosso: 8, Manteiga: 8	Continente
217799678	Guardanapos: 4, Adoçante: 8, Cenoura: 3, Amaciador: 6	Pingo Doce
967463386	Desodorizante: 10, Salsinha: 2, Margarina: 6, Atum: 4, Fermento: 6, Leite: 7, Hidratante: 2, Gelatina: 4	Continente
821196831	Agrião: 7, Farinha de milho: 10, Algodão: 3, Abacate: 6, Fio-dental: 6, Banana: 6, Cogumelos: 3, Champanhe: 3, Gordura vegetal: 9, Manteiga: 2	Intermarché
896032061	Leite: 7, Margarina: 5	Intermarché
490691621	Pilhas: 3, Frango: 4, Abacate: 1, Cebola: 2, Chocolate: 5, Repolho: 5	Pingo Doce
628462937	Uísque: 5, Mostarda: 3, Escova de dentes: 1, Linguiça: 8, Milho: 2, Lenço de papel: 4	Intermarché
910254791	Pano de prato: 6, Caldo: 5, Azeitona: 3	Pingo Doce
715823412	Talco: 2, Lenço de papel: 1, Pilhas: 1, Abacate: 2	Continente
642405509	Licor: 9, Azeitona: 4, Fraldas: 8, Sabão em pó: 10, Pente: 8, Salsinha: 6, Guardanapos: 8	Intermarché
473775675	Tomate: 1, Gordura vegetal: 6, Queijo ralado: 4, Batata palha: 6, Abacaxi: 7, Peito de peru: 4, Banana: 7, Champanhe: 9, Sal: 5	Intermarché
330466249	Condicionador: 5, Inseticida: 3, Farinha de rosca: 3, Creme de barbear: 5, Farinha de mandioca: 5	Pingo Doce
376337318	Fermento: 3, Berinjela: 7, Abacaxi: 3, Sopa: 3, Alface: 4, Pinça: 1, Polvilho: 8	Continente
310967412	Antisséptico: 3, Gel: 8, Banana: 8, Batata palha: 8, Doces: 4, Cebola: 6, Coco ralado: 7	Pingo Doce
164872774	Peito de peru: 5	Intermarché
530484025	Desodorizante: 6, Milho: 7, Salame: 10, Lentilha: 4, Caldo: 5	Intermarché
131351096	Toalha de papel: 7, Esponja: 9, Porco: 4, Cebola: 8	Intermarché
382264877	Alface: 10, Espinafre: 1, Farinha de milho: 8, Carvão: 1, Condicionador: 4	Intermarché
127246363	Preservativo: 1, Lentilha: 4, Miúdos: 4, Refrigerante: 8, Gel: 8, Chocolate: 10	Intermarché
660072810	Pente: 3, Guardanapos: 6, Licor: 1, Purificador de ambientes: 7	Intermarché
806932019	Polpa de tomate: 7, Banana: 4, Sardinha: 6, Tortas: 1, Baunilha: 9, Molho: 3, Toalha de papel: 6	Pingo Doce
224022145	Batata: 9, Requeijão: 3	Continente
592560176	Shampoo: 8, Licor: 6, Leite condensado: 1, Melão: 10, Algodão: 9, Manjericão: 8	Intermarché
912840010	Gordura vegetal: 1, Cortador de unhas: 5, Absorvente: 3, Cenoura: 2, Lustra-móveis: 5, Bróculos: 7, Leite: 4, Feijão: 10, Toalha de papel: 3	Continente
959272153	Tomate: 8, Macarrão: 4, Fraldas: 2, Amaciador: 2, Palmito: 2, Champanhe: 6, Rum: 5	Pingo Doce
841930665	Cebola: 1	Intermarché
894959867	Atum: 8, Leite de coco: 6, Macarrão: 2, Abacate: 7, Farinha de rosca: 2, Frutas secas: 1, Creme de leite: 7, Melão: 6, Velas: 9, Sopa: 2	Intermarché
137967328	Hidratante: 7, Refrigerante: 5, Cereal: 7, Detergente: 10	Pingo Doce
937876118	Lixa: 10, Melância: 5, Bróculos: 4, Desinfetante: 10, Mostarda: 6, Feijão: 4	Pingo Doce
991159203	Sal grosso: 1, Rúcula: 2, Toalha de papel: 8	Pingo Doce
824700829	Aparelho de barbear: 1, Polvilho: 7, Agrião: 7, Vodca: 1, Ricota: 6, Frutas secas: 2, Farinha de mandioca: 4, Alface: 2, Temperinho verde: 3, Abacate: 5	Continente
561577443	Melância: 10, Farinha de mandioca: 3, Milho: 4, Goiaba: 4, Batata: 8	Continente
855599139	Tempero: 10, Frutas secas: 4, Milho: 3, Pães: 1, Pepino: 10	Intermarché
407089182	Sardinha: 9, Água de coco: 5, Laranja: 6	Intermarché
831728878	Batata: 10, Miúdos: 4, Presunto: 7, Couve: 5, Margarina: 8, Abacate: 6, Pêra: 4, Abóbora: 8, Fraldas: 4, Pente: 5	Pingo Doce
457718385	Frutas secas: 9, Manteiga: 1, Presunto: 5, Sumo: 1, Leite: 10	Pingo Doce
569944694	Cerveja: 3, Detergente: 8, Gel: 2, Fio-dental: 3	Intermarché
649081239	Velas: 9	Continente
929206029	Esponja: 8, Temperinho verde: 7, Cotonete: 9, Molho: 8, Atum: 9, Tortas: 1, Abacaxi: 7, Margarina: 8, Desodorizante: 10	Pingo Doce
922904746	Amaciador: 2, Temperinho verde: 9	Continente
103151872	Requeijão: 4	Continente
677156646	Biscoitos: 4, Lixa: 4, Rum: 1, Arroz: 8, Queijo ralado: 4, Álcool: 1, Pimentão: 4, Miúdos: 7	Intermarché
370964141	Requeijão: 3	Continente
138067247	Pilhas: 9, Leite: 10, Ricota: 4, Baunilha: 8, Sabonete: 2, Acetona: 6, Lixa: 8, Queijo ralado: 8	Continente
687132624	Caldo: 3, Uísque: 7, Rúcula: 10, Frango: 4, Queijo ralado: 5, Inseticida: 7, Hambúrguer: 5, Açúcar: 5, Fio-dental: 9	Intermarché
596293339	Toalha de papel: 5, Carvão: 6, Champanhe: 7, Salsinha: 7, Rum: 8, Abóbora: 4, Nata: 1	Intermarché
665800125	Creme de barbear: 9	Intermarché
644655848	Ketchup: 4, Mostarda: 4, Frutas secas: 3, Leite de coco: 1, Polpa de tomate: 10, Vassoura: 2, Farinha de rosca: 5	Pingo Doce
127614173	Creme de barbear: 1	Pingo Doce
712963358	Pano de limpeza: 5, Lenço de papel: 5, Salame: 6, Ovos: 2, Farinha de mandioca: 7, Bovina: 8, Melância: 8, Porco: 10	Pingo Doce
964596394	Pimentão: 3, Maionese: 3, Purificador de ambientes: 3, Chocolate: 7, Maçã: 8, Doces: 5, Cenoura: 10, Pinça: 4, Hidratante: 8, Hambúrguer: 4	Intermarché
204214029	Pepino: 3, Leite: 8	Pingo Doce
634064398	Antisséptico: 3, Melão: 8, Frutas secas: 4, Refrigerante: 1, Acetona: 7, Cebola: 3	Continente
407046668	Shampoo: 1, Maionese: 9, Miúdos: 2, Água de coco: 8, Milho: 10, Sabonete: 2	Intermarché
434785464	Frango: 6, Fósforo: 8, Cebola: 5, Peixe: 8, Margarina: 4, Molho: 4, Cereal: 1	Continente
858701176	Acetona: 4, Leite condensado: 6, Linguiça: 9, Caldo: 10, Manteiga: 10, Lentilha: 8	Intermarché
623029351	Alface: 3, Detergente: 1, Pepino: 4, Papel higiênico: 8, Coco ralado: 4, Azeite: 2, Mortadela: 1, Desinfetante: 5	Intermarché
961563958	Mostarda: 3, Bolos: 6, Berinjela: 6	Intermarché
889074371	Pães: 7, Salsicha: 6	Intermarché
838740202	Leite: 3	Continente
360807705	Detergente: 10, Atum: 5, Sal: 8, Mostarda: 10, Arroz: 4	Pingo Doce
131361556	Palito de dente: 9, Patê: 9	Intermarché
103682309	Purificador de ambientes: 9, Goiaba: 4, Tempero: 9, Tortas: 3, Nata: 6	Intermarché
998540774	Biscoitos: 7, Pilhas: 6, Beterraba: 8, Absorvente: 6, Pinça: 8	Intermarché
864370183	Alface: 10, Ketchup: 7, Manteiga: 1, Aparelho de barbear: 7	Pingo Doce
770427414	Biscoitos: 5, Chocolate: 10, Lentilha: 5, Salsicha: 7, Farinha de trigo: 8, Saco de lixo: 1, Leite condensado: 3	Pingo Doce
581035448	Cerveja: 6, Mortadela: 4, Alho: 4, Creme de leite: 7, Abacate: 6, Velas: 10, Álcool: 4, Requeijão: 4, Ketchup: 10, Água de coco: 4	Continente
855022010	Saco de lixo: 4, Creme de barbear: 4, Álcool: 4, Ketchup: 10, Bacon: 4, Atum: 5, Rum: 8, Pimentão: 3	Intermarché
670544549	Fósforo: 10, Lenço de papel: 10, Presunto: 2, Chocolate granulado: 7	Pingo Doce
429360911	Gelatina: 9, Coco ralado: 4, Repolho: 5, Bróculos: 1, Espinafre: 8, Saco de lixo: 7, Ketchup: 5	Pingo Doce
407872359	Creme de barbear: 8, Gel: 9, Ovos: 7, Palito de dente: 7, Abóbora: 5	Continente
892380506	Água tônica: 8, Lentilha: 6, Papel higiênico: 4, Abóbora: 4, Uva: 4, Lâmina de barbear: 5, Absorvente: 9, Cenoura: 8, Farinha de mandioca: 4, Bombom: 4	Continente
178333663	Fermento: 6, Couve: 1, Licor: 7, Rúcula: 4, Batata palha: 7, Maçã: 1, Desodorizante: 6, Pimentão: 5	Pingo Doce
696008280	Farinha de milho: 10, Fermento: 4, Abacaxi: 6, Patê: 2, Hidratante: 4, Sal: 4, Leite de coco: 8, Toalha de papel: 6, Queijo ralado: 9	Pingo Doce
408796357	Pano de limpeza: 6, Geleia: 7	Continente
841126523	Bróculos: 4, Cenoura: 5, Algodão: 9, Farinha de rosca: 6, Condicionador: 9, Gordura vegetal: 5, Salgados: 4, Bolos: 1	Intermarché
579317137	Biscoito: 6, Aparelho de barbear: 4, Fósforo: 8, Batata: 9	Intermarché
185226631	Caldo: 9, Sabão em pó: 4, Hambúrguer: 2, Patê: 1, Bolos: 4, Bacon: 9	Intermarché
101912867	Doces: 6, Peixe: 5, Fio-dental: 9, Laranja: 3	Pingo Doce
319642166	Peixe: 6, Lava-roupas: 3, Bolos: 6, Saco de lixo: 5	Continente
945864307	Refrigerante: 5, Sumo: 5, Ketchup: 9	Pingo Doce
270329954	Nata: 4, Ovos: 6, Leite condensado: 3, Vodca: 2, Fraldas: 5, Creme de leite: 10, Repolho: 6, Bacon: 4, Batata palha: 1	Continente
248654818	Água: 5, Adoçante: 8, Alface: 1, Lava-roupas: 9, Abacate: 2, Fermento: 7, Algodão: 4	Pingo Doce
921973897	Amaciador: 3	Continente
814577252	Tempero: 10, Adoçante: 8, Farinha de milho: 2, Couve: 2, Salsicha: 1, Alho: 1	Pingo Doce
293536777	Refrigerante: 3	Intermarché
931393827	Miúdos: 9, Biscoitos: 8, Bróculos: 3, Lixa: 5	Pingo Doce
